videoId,second,numViews
i4x-Engineering-CS145-video-vid-relational_algebra_part_1-slice4,66,1
i4x-Engineering-CS145-video-vid-relational_algebra_part_1-slice4,67,1
i4x-Engineering-CS145-video-vid-relational_algebra_part_1-slice4,68,1
