video_current_time,pause_time
0,0
5,0
7,0
13,771.0
1046,0
24,600.0
1049,0
548,0
1064,0
48,64.0
53,501.0
1082,0
60,0
1092,0
1095,0
1099,0
1100,0
596,0
1112,0
1113,0
1114,0
101,0
619,0
1142,0
1147,0
1154,0
135,0
707,4.5
1175,0
1188,0
1191,0
1212,0
703,693.0
1219,0
1227,0
1229,0
719,0
721,0
1243,0
1247,0
195,0
1275,0
770,0
265,0
272,0
276,0
277,0
1304,0
1307,0
1310,0
1311,0
289,246.0
308,0
824,0
323,0
326,0
1361,0
347,0
1377,0
1380,0
364,0
1393,0
369,0
894,0
896,0
388,0
397,0
493,0
1428,0
413,0
849,0
934,0
427,4361.0
946,0
442,0
958,0
1475,0
969,0
982,0
480,0
485,0
999,0
1000,1.0
1005,0
495,0
499,0
1014,0
1015,0
