video_current_time,pause_time
0,0
5,0
1040,76.0
18,0
20,700.0
21,0
1046,9.0
1049,0
1050,30.0
541,0
542,0
1055,0.0
548,556.0
38,882.0
155,0
1374,0
567,0
572,0
1087,143.0
1089,0
1602,0
1093,0
1617,0
597,0
1630,63.0
1130,0
1644,25.0
1645,5.0
1134,0
624,194.0
625,20.0
1651,329.0
119,0
1661,63.0
1045,39.0
1666,0
534,7.0
1673,0
650,0
1678,0
1690,0
1179,0
1692,0
669,0
1189,0
679,6.0
1706,140.0
1197,0
1710,0
1714,615.0
187,0
1216,2.0
205,0
208,0
1233,9989.0
1234,0
1235,0
724,0
1757,0
550,0
1745,0
244,0
1781,0
246,0
1783,0
761,18.0
1790,0
350,0
789,9887.0
280,27.0
282,0
795,0
796,0
300,0
221,97.0
315,9.0
316,0
337,0
343,16.0
862,0
362,0
368,0
1396,0
374,0
392,0
393,0
912,0
1691,0
436,0
1473,591.0
459,0
468,0
1003,5.0
494,0
1007,0
499,0
