video_current_time,pause_time
0,0
256,1.5
3,0
262,192.0
391,9.0
392,0
10,0
396,29.0
270,0
144,4.5
401,102.0
18,861.0
448,0
280,0
282,110961.0
283,0
156,0
285,1608.0
415,163.5
288,110.0
417,144.0
290,312.0
411,0
420,0
390,146.0
38,0
295,26.0
296,0
297,506.0
426,0
419,0
431,0
432,4.5
306,0
437,0
438,0
320,61.0
321,18.0
198,0
353,0
74,0
80,0
83,46.5
212,0
213,0
470,0
343,0
88,0
475,0
348,0
221,0
478,0
480,0
481,4.5
231,16.5
359,0
303,0
40,0
116,0
246,0
379,0
125,0
