video_current_time,pause_time
0,0
1025,0
514,155.0
3,0
517,269.0
519,199.0
13,0
526,1.25
22,0
25,0
30,0
33,336.0
39,0
54,417.0
61,100.5
267,0
69,0
582,228.0
596,0
597,0
599,0
600,0
1129,0
131,21.0
143,0
156,337.5
167,112.5
176,0
1395,0
692,0
182,483.0
1211,0
200,0
207,0
212,0
214,10504.5
226,1402.5
294,0
230,0
232,0
233,0
236,24.0
242,13.5
1268,82.0
248,51.0
253,0
254,0
768,31.0
258,0
263,0
264,0
266,13.5
779,0
1292,0
269,0
275,0
277,0
791,0
280,0
281,0
1314,1196.0
1318,29.0
1324,1.25
1331,4.0
1332,21.0
1336,19.0
324,0
841,0
331,102.0
844,112.0
346,0
351,0
368,0
371,0
380,0
395,0
921,0
1453,0
436,1077.0
439,0
1467,0
1473,0
985,7.0
478,0
480,0
1508,66.0
1517,0
499,0
501,0
508,0
1021,0
