video_current_time,pause_time
0,0
512,2197.5
5,0
6,0
1035,0
1551,0
530,1042.0
19,0
536,0
1565,0
773,0
1798,0
1594,0
580,0
72,1.5
75,0
1616,15.0
1618,0.0
1624,0
1626,0
1117,0
94,0
95,0
1632,0
625,262.0
647,7.5
649,16.5
1675,0
1676,0
145,0
664,0
669,0
1193,9.0
1717,0
1209,136.5
1211,18.0
1213,16.5
1726,0
1740,0
1743,0
1748,0
728,0
218,0
735,0
1249,254.0
1251,0
231,51120.0
1259,0
253,0
256,0
771,10.5
772,22.0
1797,1630.5
262,12.0
1287,0
776,0
1289,0
1300,87.0
1308,12.0
1823,0
1499,0
808,132.0
1833,0
818,0
1347,13.5
334,0
847,0
1368,0
1889,0
1383,0
1426,0
1950,0
1442,8.75
1444,18.75
421,0
1448,0
428,0
429,0
430,0
1455,0
1458,0
1461,0
1467,0
1474,0
967,243.0
1489,0
473,28.5
475,0
1509,0
494,0
1277,13.5
496,3.0
511,696.0
