video_current_time,pause_time
0,0
384,0
770,0
1283,0
1029,0
646,0
1032,0
12,0
781,0
274,0
277,0
853,0
792,2.0
1177,0
1050,0
1178,0
799,0
474,0
801,0
1315,0
326,0
553,0
946,0
819,28.0
564,0
52,0
1217,0
962,0
68,0
118,0
1222,0
839,0
1352,0
1353,0
202,0
203,0
1228,0
333,0
1358,0
1357,0
592,0
593,0
1106,0
723,0
852,187.0
469,0
377,0
89,0
730,566.0
731,0
1117,0
350,0
607,0
736,0
864,0
230,0
487,0
1258,0
107,0
549,0
697,0
979,0
117,0
886,0
1143,0
633,0
618,0
255,0
