video_current_time,pause_time
0,0
514,0
4,1.0
645,0
775,41.0
266,0
651,4.0
13,9.0
399,34.0
656,42.0
787,1.0
276,74.0
430,49.0
661,26.0
792,0
1050,55.0
668,7.0
32,15.0
802,114.0
549,53.0
305,3.0
553,8.0
1084,46.0
556,13.0
173,215.0
174,3.0
687,23.0
176,56.0
49,25.0
818,38.0
1075,33.0
181,10.0
438,15.0
1081,0
316,12.0
1213,0
62,43.0
960,75.0
544,18.0
835,14.0
200,96.0
844,12.0
716,22.0
79,1.0
81,0.0
210,0
339,61.0
596,24.0
87,48.0
1173,93.0
473,0.0
733,0.0
351,29.0
737,15.0
226,0
99,10.0
613,0
233,0
456,22.0
107,1.0
978,6.0
498,194.0
724,27.0
807,21.0
784,0
532,59.0
1073,0
636,60.0
1021,53.0
510,80.0
511,0
