video_current_time,pause_time
0,0
1,0
1282,0
747,2.0
389,31.0
1030,0
1153,0
904,11.0
1047,0
1053,0
781,0
535,0
1040,0
856,0
19,174.0
1113,0
919,19.0
1306,0
1052,0
413,55.0
926,8.0
901,0
416,0
417,0
987,0
261,0
913,561.0
807,0
296,554.0
1194,0
1373,0
1330,6.0
755,0
1332,31.0
30,0
1078,0
1079,0
825,0
1082,0
445,5.0
703,315.0
704,0
1217,225.0
1267,0
453,0
1479,142.0
328,0
844,0
971,0
403,0
333,0
1345,0
208,0
337,0
466,0
1236,0
86,6.0
344,0
932,0
1114,0
603,0
348,92.0
1117,0
992,0
354,0
613,0
743,0
1001,0
362,0
619,0
1517,0
750,3.0
1312,0
1393,260.0
498,0
371,0
631,313.0
761,0
874,0
1151,1.0
