video_current_time,pause_time
0,0
1026,0
515,0
516,23.0
517,0
15,0
1044,0
1046,0
539,0
544,0
545,0
1068,0
1077,0
1085,0
577,0
584,0
73,7594.0
589,0
1293,0
81,0
594,0
1107,0
1109,0
598,0.0
1113,0
602,0
91,0
605,0
1119,0
872,0
629,0
1144,0.0
1147,0
1151,208.0
1156,15.0
534,0
135,0
1162,0
1163,0
144,2.0
145,0
665,0
667,0
164,0
1191,0
1192,0
449,132.0
180,0
1206,0
695,0
702,0
1216,0
1056,1460.0
707,8.0
200,0
1226,0
726,0
1242,0
297,0
227,0
1255,0
1266,2.0
247,0
251,15.0
764,0
1277,190.0
766,4.0
1279,0
1281,0
267,146.0
898,0
790,0
791,0
792,50.0
284,11.0
1312,0
803,1874.0
807,230.0
1320,0
809,31.0
810,0
300,0
301,0
1408,0
1333,32.0
823,12.0
1503,0
1343,0
832,0
1346,1598.0
1350,0
852,0
343,0
354,5.0
1382,0
1384,22.0
361,0
743,0
876,0
877,0
369,4.0
887,0
890,556.0
379,4.0
892,0
893,0
894,0
896,84.0
320,2.0
386,29.0
899,0
391,0.0
393,36.0
911,8.0
913,0
403,0
1428,0
1430,1.0
1177,0
1435,4.0
928,0
929,132.0
1446,0
935,0
939,0
428,0
437,22.0
1463,0
956,27.0
447,16.0
416,20.0
962,0
453,1.0
454,18.0
455,0
968,0
1481,0
978,0
983,0
473,0
989,0
1502,44.0
479,0.0
1275,0
1517,0
494,6.0
1008,0
1010,0
1013,0
818,0
