video_current_time,pause_time
0,0
1409,0
1410,0
1411,0
1288,0
1289,0
10,0
1292,0
194,72.0
1294,0
15,33.0
1296,0
1297,0
1298,115.0
148,22.0
1301,0
1302,0
1303,10.0
1304,0
1306,0
1307,0
796,69.0
157,5.0
932,1.0
28,26.0
942,100.0
1327,0
432,1.0
433,5.0
734,9.0
1213,0
191,2.0
192,119.0
1345,122.0
322,184.0
140,25.0
842,9.0
1360,70.0
980,1.0
1241,0
1499,0
861,2.0
862,1.0
482,105.0
212,7.0
1381,93.0
1383,115.0
235,0
1268,0
1269,0
596,77.0
1404,19.0
1405,55.0
1407,20.0
