video_current_time,pause_time
0,0
129,15.0
1282,53.0
388,0
321,10.0
650,0
11,847.0
1167,65.0
18,15.0
1427,3.0
20,0
789,7.0
857,6.0
1048,7.0
797,6.0
1369,24.0
288,9.0
673,11.0
418,0
1700,0
933,16.0
934,11.0
1009,38.0
1574,7.0
1693,0
1766,0
437,0
951,0
188,12.0
705,41.0
1226,11.0
459,0
1484,6.0
1741,23.0
1744,14.0
248,4.0
850,144.0
724,0
341,5.0
726,0
601,0
346,20.0
399,0
606,0
1637,19.0
352,0
868,96.0
1510,40.0
230,6.0
1617,42.0
1257,85.0
485,0
1106,14.0
240,21.0
113,9.0
885,0
888,0
504,12.0
505,0
506,3.0
124,13.0
125,6.0
1790,0
1749,0
