video_current_time,pause_time
0,0
1280,0
2,46.0
17,0
1430,0
1034,0
11,0
1293,0
15,206.0
1297,0
1298,0
1427,0
918,0
284,0
29,0
290,0
419,0
933,7.0
1446,0
423,0
1320,2.0
426,0
173,185.0
304,0
177,0
434,0
307,0
308,0
1374,0
1336,0
1209,1.0
406,85660.0
1213,0
429,86.0
959,0
1217,0
196,0
198,20.0
454,0
201,0
338,0
979,0
981,0
1496,0
1497,0
1498,0
987,0
1499,0
1375,0
1333,191.0
1126,0
359,1.0
874,0
1003,0
236,0
493,29.0
957,0
884,0
1397,0.0
1398,0
1147,2.0
1276,0
253,0
