video_current_time,pause_time
0,0
1542,0
520,0
522,0
14,0
533,0
545,0
1580,0
557,0
1070,0
1585,0
58,0
74,0
587,0
1613,0
1108,0
1503,0
88,0
1632,0
1634,0
1652,0
117,0
641,0
1164,0
1690,0
156,0
1183,0
679,0
683,0
1196,0
193,0
713,0
205,0
1230,0
1234,0
211,0
1251,0
750,0
244,0
1270,0
1787,0
253,0
254,0
1791,0
1288,0
778,0
1291,0
286,0
289,0
293,0
1319,0
1325,0
307,0
823,0
313,0
315,0
320,0
1349,0
840,0
329,0
842,0
1357,0
866,0
355,0
1380,0
873,0
362,0
371,0
888,0
889,0
1403,0
1412,0
399,0
401,0
413,0
415,0
930,0
1443,0
941,0
1458,0
438,0
440,0
1695,0
960,0
454,0
1101,0
473,0
479,0
766,0
1789,0
496,0
498,0
1790,0
1528,0
1017,0
