video_current_time,pause_time
0,0
512,0
130,0
773,448.0
1089,0
392,0
905,0
11,0
1134,0
14,0
1167,0
656,0
529,0
18,0
787,0
430,0
1046,4.0
669,0
30,0
415,986.0
928,0
1313,0
1059,0
1061,0
1062,0
1705,0
555,0
1068,0
941,0
1966,0
690,0
542,0
1404,0
1210,0
443,0
1852,0
958,0
704,0
577,0
1758,0
323,146.0
327,0
1353,0
460,0
717,0
975,0
1799,0
803,0
596,0
1237,0
342,0
727,0
1452,0
476,0
989,0
1499,0
1119,0
1326,0
1378,0
358,0
743,0
1276,0
1259,0
876,0
1773,0
622,0
1009,0
373,0
374,0
1784,0
1748,0
1598,0
380,0
893,0
1183,0
149,0
