video_current_time,pause_time
0,0
897,0
744,28.0
260,11.0
1030,22.5
1165,19.0
400,13.75
657,0
403,0
532,0
534,749.0
665,0
819,10.0
543,0
880,21.0
1187,70.0
1152,30021.0
430,40.0
691,0
693,0
696,0
825,22.0
442,2.0
60,0
961,0
834,0
708,79.0
326,188.0
200,1458.0
714,0
587,0
77,160.0
463,0
952,0
995,0
724,0
981,0
729,7.5
858,0
731,0
988,0
989,0
606,0
1247,1984.0
738,437.0
611,0
232,0
106,981.0
236,0
570,26.0
497,0
595,200.0
884,0
1143,17142.0
1528,0
